,ActivePower
12857,0.0
12858,0.0
12859,0.0
12860,0.0
12861,0.0
12862,0.0
12863,0.0
12864,0.0
12865,0.0
12866,0.0
12867,0.0
12868,165.3455048
12869,292.8547974
12870,320.788208
12871,188.3654938
12872,146.8076019
12873,137.3623962
12874,60.76042938
12875,191.3363037
12876,175.7256012
12877,45.59679031
12878,47.54854965
12879,92.80470276
12880,61.27927017
12881,8.942893982
12882,0.0
12883,15.10077
12884,25.27079964
12885,24.20339012
12886,43.48077011
12887,44.658741
12888,0.0
12889,0.0
12890,0.0
12891,0.0
12892,0.0
12893,0.0
12894,0.0
12895,0.0
12896,0.0
12897,0.0
12898,0.0
12899,0.0
12900,0.0
12901,0.0
12902,0.0
12903,0.0
12904,0.0
12905,0.0
12906,0.0
12907,0.0
12908,0.0
12909,0.0
12910,0.0
12911,0.0
12912,0.0
12913,0.0
12914,30.55501938
12915,334.8815002
12916,251.3403931
12917,255.2713928
12918,192.7624054
12919,118.6547012
12920,0.0
12921,0.0
12922,19.27045059
12923,59.12170029
12924,112.7419968
12925,8.936610222
12926,28.78063965
12927,82.01509857
12928,4.953939915
12929,13.04078007
12930,0.0
12931,0.0
12932,0.0
12933,0.0
12934,0.0
12935,0.0
12936,0.0
12937,0.0
12938,0.0
12939,0.0
12940,0.0
12941,0.0
12942,0.0
12943,0.0
12944,0.0
12945,0.0
12946,0.0
12947,0.0
12948,0.0
12949,0.0
12950,0.0
12951,0.0
12952,0.0
12953,0.0
12954,0.0
12955,0.0
12956,0.0
12957,0.0
12958,0.0
12959,0.0
12960,0.0
12961,0.0
12962,0.0
12963,0.0
12964,0.0
12965,0.0
12966,0.0
12967,0.0
12968,0.0
12969,0.0
12970,0.0
12971,0.0
12972,0.0
12973,0.0
12974,0.0
12975,0.0
12976,0.0
12977,0.0
12978,0.0
12979,0.0
12980,0.0
12981,0.0
12982,0.0
12983,0.0
12984,0.0
12985,0.0
12986,0.0
12987,0.0
12988,0.0
12989,0.0
12990,0.0
12991,0.0
12992,0.0
12993,0.0
12994,0.0
12995,0.0
12996,0.0
12997,0.0
12998,0.0
12999,0.0
13000,0.0
13001,0.0
13002,0.0
13003,0.0
13004,0.0
13005,0.0
13006,0.0
13007,0.0
13008,0.0
13009,0.0
13010,0.0
13011,0.0
13012,0.0
13013,0.0
13014,0.0
13015,0.0
13016,0.0
13017,0.0
13018,0.0
13019,0.0
13020,0.0
13021,0.0
13022,0.0
13023,0.0
13024,0.0
13025,0.0
13026,0.0
13027,0.0
13028,0.0
13029,0.0
13030,0.0
13031,0.0
13032,0.0
13033,0.0
13034,0.0
13035,0.0
13036,0.0
13037,0.0
13038,0.0
13039,0.0
13040,0.0
13041,0.0
13042,0.0
13043,0.0
13044,0.0
13045,0.0
13046,0.0
13047,0.0
13048,0.0
13049,0.0
13050,0.0
13051,0.0
13052,0.0
13053,0.0
13054,0.0
13055,0.0
13056,0.0
13057,0.0
13058,0.0
13059,0.0
13060,0.0
13061,0.0
13062,0.0
13063,0.0
13064,0.0
13065,0.0
13066,0.0
13067,0.0
13068,0.0
13069,0.0
13070,0.0
13071,0.0
13072,0.0
13073,0.0
13074,0.0
13075,0.0
13076,0.0
13077,0.0
13078,0.0
13079,0.0
13080,0.0
13081,0.0
13082,0.0
13083,0.0
13084,0.0
13085,0.0
13086,0.0
13087,0.0
13088,0.0
13089,0.0
13090,0.0
13091,0.0
13092,0.0
13093,13.18500996
13094,22.57613945
13095,87.54579926
13096,28.43746948
13097,58.5125618
13098,90.44004059
13099,111.1205978
13100,124.053299
13101,137.8128967
13102,115.5227966
13103,113.8851013
13104,88.95439911
13105,158.2826996
13106,168.8200073
13107,230.1884003
13108,427.8207092
13109,471.1509094
13110,409.773407
13111,531.2498169
13112,559.4415283
13113,625.8427124
13114,716.6141968
13115,988.2512817
13116,1202.348999
13117,1031.505005
13118,845.1271973
13119,760.6516724
13120,810.6826172
13121,1394.137939
13122,1965.584961
13123,2138.822021
13124,2517.262939
13125,3042.7229
13126,2683.215088
13127,3214.068115
13128,3600.591064
13129,3604.389893
13130,3604.408936
13131,3604.226074
13132,3335.568115
13133,2946.621094
13134,2758.452881
13135,2516.552002
13136,2142.207031
13137,2035.745972
13138,1772.432007
13139,2176.24707
13140,2560.888916
13141,2862.638916
13142,2941.013916
13143,2836.698975
13144,2496.10498
13145,2270.883057
13146,2103.108887
13147,2533.047119
13148,2645.861084
13149,2671.816895
13150,2547.657959
13151,2611.104004
13152,3036.362061
13153,3529.343994
13154,3604.4729
13155,3604.426025
13156,3604.36499
13157,3604.441895
13158,3604.799072
13159,3604.383057
13160,3588.85498
13161,3194.435059
13162,2752.438965
13163,2525.153076
13164,2483.268066
13165,2674.214111
13166,2804.493896
13167,2497.373047
13168,2350.153076
13169,2414.128906
13170,2429.403076
13171,2333.801025
13172,2340.544922
13173,2118.563965
13174,1886.553955
13175,1364.864014
13176,867.0585938
13177,683.0560303
13178,589.1791992
13179,589.6375122
13180,715.9763184
13181,889.9208984
13182,1116.770996
13183,592.1640015
13184,282.1531067
13185,195.6078033
13186,458.6285095
13187,220.7942963
13188,295.2365112
13189,238.2301025
13190,429.0185852
13191,646.1165161
13192,406.1218872
13193,344.5010986
13194,442.6242065
13195,410.5047913
13196,270.4388123
13197,209.1699982
13198,16.70059967
13199,5.388608932
13200,0.0
13201,0.0
13202,0.0
13203,0.0
13204,0.0
13205,0.0
13206,0.0
13207,0.0
13208,0.0
13209,0.0
13210,0.0
13211,0.0
13212,0.0
13213,0.0
13214,0.0
13215,0.0
13216,0.0
13217,0.0
13218,0.0
13219,0.0
13220,0.0
13221,0.0
13222,0.0
13223,0.0
13224,0.0
13225,0.0
13226,0.0
13227,0.0
13228,10.04652977
13229,0.0
13230,25.80664063
13231,26.33691025
13232,0.188065797
13233,0.0
13234,0.0
13235,0.0
13236,0.0
13237,0.0
13238,0.0
13239,0.0
13240,0.0
13241,0.0
13242,0.0
13243,0.0
13244,0.0
13245,14.21282005
13246,0.0
13247,0.0
13248,1.514067054
13249,0.0
13250,0.0
13251,0.0
13252,0.0
13253,0.0
13254,0.0
13255,1.186535954
13256,0.0
13257,0.0
13258,0.0
13259,0.0
13260,0.0
13261,0.0
13262,0.0
13263,0.0
13264,0.0
13265,99.94891357
13266,206.3643036
13267,262.6521912
13268,462.8886108
13269,423.4509888
13270,31.80933952
13271,0.0
13272,0.0
13273,0.0
13274,0.0
13275,423.0606079
13276,696.736084
13277,465.6901855
13278,594.7329712
13279,465.5291138
13280,543.8087158
13281,1036.421021
13282,1043.134033
13283,619.2670288
13284,1155.546021
13285,1284.468994
13286,818.0324097
13287,610.5310059
13288,0.0
13289,0.0
13290,109.5518036
13291,202.3603973
13292,97.42539978
13293,383.7955017
13294,856.0427246
13295,1157.343994
13296,624.0172119
13297,0.0
13298,0.0
13299,519.5131226
13300,1426.939941
13301,1255.475952
13302,1488.574951
13303,1445.390991
13304,1427.324951
13305,1632.062988
13306,1488.874023
13307,1386.022949
13308,1533.636963
13309,1555.892944
13310,1492.022949
13311,1624.749023
13312,1341.588013
13313,1357.743042
13314,1277.817993
13315,1143.828979
13316,1236.703003
13317,984.1035767
13318,741.8922119
13319,624.9882202
13320,517.4511719
13321,323.6369934
13322,216.4467926
13323,223.2422943
13324,50.90940094
13325,109.8758011
13326,102.8679962
13327,66.87506104
13328,29.41747093
13329,70.2441864
13330,113.0860977
13331,113.3254013
13332,4.430929184
13333,0.0
13334,0.0
13335,0.0
13336,0.0
13337,0.0
13338,0.0
13339,8.783929825
13340,0.0
13341,0.0
13342,0.0
13343,0.0
13344,0.0
13345,0.0
13346,0.0
13347,0.0
13348,0.0
13349,0.0
13350,133.8204041
13351,-0.00126667
13352,89.41174316
13353,0.0
13354,75.90888977
13355,247.9866028
13356,414.0896912
13357,774.1757813
13358,1375.909058
13359,1533.962036
13360,839.4232178
13361,887.4918823
13362,1197.563965
13363,1200.157959
13364,794.5020142
13365,1338.740967
13366,1681.296997
13367,1225.878052
13368,1163.203979
13369,2087.283936
13370,1489.036987
13371,2588.900879
13372,1297.703003
13373,1571.984985
13374,885.5825195
13375,2296.741943
13376,2700.746094
13377,2906.675049
13378,2913.64502
13379,2680.327881
13380,1695.880005
13381,3426.676025
13382,3239.925049
13383,2496.841064
13384,3084.964111
13385,3111.601074
13386,1414.991943
13387,1711.850952
13388,2780.083984
13389,3058.215088
13390,676.9968872
13391,1523.251953
13392,2861.39209
13393,3505.936035
13394,3102.934082
13395,3252.403076
13396,2340.075928
13397,1564.38501
13398,1010.695984
13399,747.9544067
13400,993.7999268
13401,1537.817993
13402,843.6242065
13403,594.9639282
13404,702.0595703
13405,721.0137939
13406,572.0681152
13407,562.4658813
13408,526.477478
13409,364.1805115
13410,461.575592
13411,487.1924133
13412,634.522583
13413,499.0227051
13414,602.8519287
13415,568.1925049
13416,641.8574219
13417,818.1641235
13418,1291.378052
13419,2145.475098
13420,1444.520996
13421,1037.271973
13422,1285.967041
13423,1281.324951
13424,1803.128052
13425,2793.570068
13426,2529.023926
13427,2203.669922
13428,2293.335938
13429,2231.287109
13430,2408.47998
13431,2597.10498
13432,2111.708984
13433,2730.824951
13434,3270.408936
13435,3149.352051
13436,3047.316895
13437,2843.039063
13438,3304.062012
13439,2776.138916
13440,2593.321045
13441,3020.801025
13442,3153.824951
13443,2978.852051
13444,2556.616943
13445,1458.392944
13446,569.0230103
13447,921.7106934
13448,676.8082886
13449,633.2224121
13450,736.7025757
13451,597.5703735
13452,567.5181885
13453,358.0375977
13454,228.8825989
13455,33.24349976
13456,13.97539043
13457,461.1077881
13458,632.1489258
13459,507.3857117
13460,457.2706909
13461,356.3395081
13462,593.8245239
13463,885.1768799
13464,808.5297852
13465,799.3394775
13466,566.4760132
13467,602.2332153
13468,631.2904053
13469,530.8347168
13470,483.5013123
13471,424.0163879
13472,389.9216919
13473,465.7598877
13474,497.0689087
13475,315.0884094
13476,290.0978088
13477,485.4021912
13478,471.3677063
13479,435.1636963
13480,436.4621887
13481,598.8297119
13482,454.890686
13483,457.1832886
13484,173.0968018
13485,23.95632935
13486,170.7041016
13487,84.1548233
13488,190.0856018
13489,189.8937988
13490,232.5124969
13491,237.6231995
13492,123.7562027
13493,57.40781021
13494,16.40675926
13495,0.0
13496,0.0
13497,84.37020111
13498,138.9342041
13499,18.33897018
13500,22.6257
13501,2.206675053
13502,0.0
13503,29.54011917
13504,66.78146362
13505,55.28075027
13506,21.36860085
13507,0.095599651
13508,0.0
13509,0.0
13510,0.0
13511,102.177803
13512,4.606201172
13513,0.0
13514,16.13335037
13515,37.5019989
13516,15.38844967
13517,7.083580971
13518,66.21412659
13519,92.8390274
13520,18.63273048
13521,0.0
13522,20.2520504
13523,4.255191803
13524,0.0
13525,6.633533001
13526,0.0
13527,0.0
13528,0.0
13529,0.0
13530,0.0
13531,0.0
13532,17.31734085
13533,0.219533801
13534,59.74314117
13535,186.1165924
13536,242.332901
13537,265.4448853
13538,218.4839935
13539,414.4773865
13540,486.2647095
13541,597.425415
13542,723.1624146
13543,895.8120728
13544,1044.885986
13545,977.0473022
13546,650.7990112
13547,916.9398804
13548,1035.916992
13549,615.8598022
13550,844.1378784
13551,1006.906982
13552,1248.347046
13553,877.2399902
13554,1227.04895
13555,1125.202026
13556,1123.640991
13557,918.6740723
13558,1170.912964
13559,1088.442993
13560,1340.145996
13561,1171.027954
13562,937.5045776
13563,753.6793823
13564,454.258606
13565,605.2529297
13566,791.9727783
13567,785.4755859
13568,649.1776123
13569,714.498291
13570,790.5703735
13571,945.8713989
13572,997.1760254
13573,1548.141968
13574,1457.557983
13575,1415.578979
13576,1036.730957
13577,548.8865967
13578,225.6199951
13579,159.1510925
13580,206.8880005
13581,201.5758057
13582,649.2689209
13583,1488.120972
13584,1549.317993
13585,926.5233154
13586,360.240509
13587,610.1433105
13588,592.2349243
13589,488.4216919
13590,212.657196
13591,419.5911865
13592,470.9649048
13593,530.6121826
13594,323.7593994
13595,16.62965012
13596,18.40823936
13597,167.626297
13598,151.2308044
13599,19.21776962
13600,0.0
13601,0.0
13602,0.0
13603,0.0
13604,0.0
13605,0.0
13606,0.0
13607,0.0
13608,0.0
13609,0.0
13610,0.0
13611,0.0
13612,0.0
13613,0.0
13614,0.0
13615,0.0
13616,0.0
13617,0.0
13618,0.0
13619,0.0
13620,0.0
13621,0.0
13622,0.0
13623,0.0
13624,0.0
13625,0.0
13626,0.0
13627,0.0
13628,0.0
13629,0.0
13630,0.0
13631,0.0
13632,0.0
13633,0.0
13634,0.0
13635,0.0
13636,0.0
13637,0.0
13638,0.0
13639,0.0
13640,0.0
13641,0.0
13642,0.0
13643,0.0
13644,0.0
13645,0.0
13646,0.0
13647,0.0
13648,0.0
13649,0.0
13650,0.0
13651,0.0
13652,0.0
13653,0.0
13654,0.0
13655,0.0
13656,0.0
13657,0.0
13658,0.0
13659,0.0
13660,0.0
13661,0.0
13662,0.0
13663,0.0
13664,0.0
13665,0.0
13666,44.55630112
13667,69.82450867
13668,84.82402802
13669,48.28231049
13670,37.92752075
13671,44.68513107
13672,58.88162994
13673,46.59743881
13674,1.633730054
13675,59.77585983
13676,112.1352005
13677,93.95715332
13678,124.3408966
13679,96.23397064
13680,127.8548965
13681,129.2590942
13682,114.8122025
13683,125.8506012
13684,183.0128937
13685,156.928894
13686,105.8514023
13687,123.0285034
13688,117.0258026
13689,118.4991989
13690,105.2975006
13691,164.2700043
13692,204.9857941
13693,217.5045929
13694,218.1199951
13695,202.1362
13696,203.277298
13697,111.9917984
13698,87.50789642
13699,152.3435059
13700,169.3424988
13701,228.4304962
13702,131.5946045
13703,186.1940002
13704,267.0513
13705,376.0539856
13706,391.5380859
13707,352.6445007
13708,344.8745117
13709,367.7496033
13710,461.6062012
13711,445.6596069
13712,363.2742004
13713,260.2477112
13714,138.9875031
13715,91.38596344
13716,40.90842819
13717,0.970737219
13718,0.0
13719,65.6787262
13720,53.79285812
13721,36.81203842
13722,0.0
13723,0.0
13724,0.0
13725,0.0
13726,0.0
13727,0.0
13728,0.0
13729,19.47974968
13730,55.75138092
13731,41.97840118
13732,0.564599216
13733,0.0
13734,0.0
13735,0.0
13736,0.0
13737,0.0
13738,0.0
13739,0.0
13740,0.0
13741,0.0
13742,0.0
13743,0.0
13744,0.0
13745,0.0
13746,0.0
13747,0.0
13748,0.0
13749,23.83732033
13750,3.347403049
13751,0.0
13752,0.0
13753,0.0
13754,0.0
13755,0.0
13756,0.0
13757,0.0
13758,0.0
13759,0.0
13760,0.0
13761,0.0
13762,0.0
13763,0.0
13764,0.0
13765,0.0
13766,0.0
13767,0.0
13768,0.0
13769,0.0
13770,0.0
13771,0.0
13772,0.0
13773,0.0
13774,0.0
13775,0.0
13776,0.0
13777,0.0
13778,0.0
13779,0.0
13780,0.0
13781,0.0
13782,0.0
13783,0.0
13784,0.0
13785,0.0
13786,0.0
13787,0.0
13788,0.0
13789,0.0
13790,0.0
13791,0.0
13792,0.0
13793,0.0
13794,0.0
13795,0.0
13796,0.0
13797,0.0
13798,0.0
13799,0.0
13800,0.0
13801,0.0
13802,0.0
13803,0.0
13804,0.0
13805,0.0
13806,0.0
13807,0.0
13808,0.0
13809,0.0
13810,0.0
13811,0.0
13812,0.0
13813,0.0
13814,0.0
13815,0.0
13816,0.0
13817,0.0
13818,0.0
13819,0.0
13820,0.0
13821,0.0
13822,0.0
13823,15.29741001
13824,58.00341034
13825,130.4562988
13826,80.15036774
13827,89.91113281
13828,114.8414993
13829,160.5480042
13830,127.2993011
13831,157.6372986
13832,192.3614044
13833,102.1904984
13834,32.67863083
13835,53.07743073
13836,119.2545013
13837,31.75915909
13838,0.0
13839,0.0
13840,0.0
13841,0.0
13842,0.0
13843,0.0
13844,0.0
13845,0.0
13846,0.0
13847,0.0
13848,0.0
13849,0.0
13850,0.0
13851,0.0
13852,0.0
13853,0.0
13854,0.0
13855,0.0
13856,0.0
13857,0.0
13858,0.0
13859,0.0
13860,0.0
13861,0.0
13862,0.0
13863,0.0
13864,0.0
13865,0.0
13866,0.0
13867,0.0
13868,0.0
13869,0.0
13870,0.0
13871,67.83822632
13872,83.37608337
13873,50.89614105
13874,0.888998628
13875,14.39414024
13876,75.35719299
13877,11.12388992
13878,0.0
13879,0.0
13880,25.73341942
13881,86.282547
13882,59.76840973
13883,18.03582001
13884,54.3343811
13885,58.73485184
13886,0.750198424
13887,48.54484177
13888,96.55063629
13889,78.88609314
13890,11.33248043
13891,0.0
13892,0.0
13893,0.0
13894,0.0
13895,0.0
13896,0.0
13897,0.0
13898,0.0
13899,0.0
13900,0.0
13901,0.0
13902,0.0
13903,0.0
13904,0.0
13905,0.0
13906,0.0
13907,0.0
13908,0.0
13909,0.0
13910,0.0
13911,0.0
13912,0.0
13913,0.0
13914,0.0
13915,0.0
13916,0.0
13917,0.0
13918,0.0
13919,0.0
13920,0.0
13921,0.0
13922,0.0
13923,0.0
13924,0.0
13925,0.0
13926,0.0
13927,0.0
13928,0.0
13929,0.0
13930,0.0
13931,0.0
13932,0.0
13933,0.0
13934,0.0
13935,0.0
13936,0.0
13937,0.0
13938,0.0
13939,0.0
13940,0.0
13941,0.0
13942,0.0
13943,0.0
13944,0.0
13945,0.0
13946,0.0
13947,0.0
13948,0.0
13949,0.0
13950,0.0
13951,0.0
13952,0.0
13953,0.0
13954,0.0
13955,0.0
13956,0.0
13957,0.0
13958,0.0
13959,0.0
13960,0.0
13961,0.0
13962,0.0
13963,0.0
13964,0.0
13965,0.0
13966,0.0
13967,0.0
13968,0.0
13969,0.0
13970,0.0
13971,0.0
13972,0.0
13973,0.0
13974,0.0
13975,0.0
13976,0.0
13977,0.0
13978,0.0
13979,0.0
13980,0.0
13981,0.0
13982,0.0
13983,0.0
13984,0.0
13985,0.0
13986,0.0
13987,0.0
13988,0.0
13989,0.0
13990,0.0
13991,49.8664093
13992,80.38101196
13993,11.20384979
13994,0.0
13995,55.48957825
13996,111.8663025
13997,248.8724976
13998,267.8804016
13999,233.4514008
14000,231.5484924
14001,148.4429932
14002,7.610589027
14003,0.0
14004,0.0
14005,0.0
14006,0.0
14007,0.0
14008,0.0
14009,0.0
14010,0.0
14011,0.0
14012,0.0
14013,0.0
14014,0.0
14015,0.0
14016,0.0
14017,0.0
14018,0.0
14019,0.0
14020,0.0
14021,0.0
14022,0.0
14023,0.0
14024,0.0
14025,0.0
14026,0.0
14027,0.0
14028,0.0
14029,0.0
14030,0.0
14031,0.0
14032,0.0
14033,0.0
14034,0.0
14035,0.0
14036,0.0
14037,0.0
14038,0.0
14039,0.0
14040,0.0
14041,0.0
14042,0.0
14043,0.0
14044,0.0
14045,0.0
14046,0.0
14047,0.0
14048,0.0
14049,0.0
14050,0.0
14051,0.0
14052,0.0
14053,0.0
14054,0.0
14055,0.0
14056,0.0
14057,0.0
14058,0.0
14059,0.0
14060,0.0
14061,0.0
14062,0.0
14063,0.0
14064,0.0
14065,0.0
14066,0.0
14067,0.0
14068,0.0
14069,0.0
14070,0.0
14071,0.0
14072,0.0
14073,0.0
14074,0.0
14075,0.0
14076,0.0
14077,0.0
14078,0.0
14079,0.0
14080,0.0
14081,0.0
14082,0.0
14083,0.0
14084,0.0
14085,0.0
14086,0.0
14087,0.0
14088,0.0
14089,0.0
14090,0.0
14091,0.0
14092,0.0
14093,0.0
14094,0.0
14095,0.0
14096,0.0
14097,0.0
14098,0.0
14099,0.0
14100,0.0
14101,0.0
14102,0.0
14103,0.0
14104,0.0
14105,0.0
14106,0.0
14107,0.0
14108,0.0
14109,0.0
14110,0.0
14111,0.0
14112,0.0
14113,0.0
14114,0.0
14115,0.0
14116,0.0
14117,0.0
14118,0.0
14119,9.0030756
14120,0.924532413
14121,0.0
14122,0.0
14123,0.0
14124,0.0
14125,0.0
14126,0.0
14127,0.0
14128,43.69654083
14129,121.108902
14130,147.7205048
14131,167.0596924
14132,184.0682068
14133,211.3500977
14134,220.3242035
14135,266.1256104
14136,254.4846954
14137,346.6913147
14138,421.052887
14139,310.4973145
14140,144.3361969
14141,137.8623047
14142,136.1936951
14143,67.88955688
14144,43.23522949
14145,66.44741821
14146,47.64490891
14147,53.6293602
14148,40.25511932
14149,25.59626007
14150,40.90927887
14151,71.62223053
14152,61.64165878
14153,18.6447506
14154,1.577872038
14155,0.0
14156,0.0
14157,0.0
14158,0.0
14159,21.12953949
14160,17.24449921
14161,33.47776031
14162,24.56184959
14163,43.99003983
14164,8.268316269
14165,22.35366058
14166,92.84348297
14167,110.4671021
14168,150.5037994
14169,121.2145004
14170,100.9004974
14171,110.8392029
14172,58.34492111
14173,57.867939
14174,37.46459961
14175,8.225411415
14176,0.0
14177,133.7870026
14178,185.6018982
14179,200.777298
14180,107.0549011
14181,58.08121109
14182,97.12660217
14183,144.9595947
14184,94.55297852
14185,42.46297836
14186,27.08045006
14187,60.19129181
14188,110.4977036
14189,132.622406
14190,83.44302368
14191,29.87080002
14192,6.760461807
14193,0.0
14194,107.4088974
14195,105.1917038
14196,55.41920853
14197,47.42522049
14198,47.70106888
14199,33.15962982
14200,38.51308823
14201,23.12955093
14202,0.990802288
14203,0.0
14204,0.0
14205,0.0
14206,0.0
14207,0.0
14208,0.0
14209,0.0
14210,0.0
14211,0.0
14212,0.0
14213,0.0
14214,0.0
14215,0.0
14216,0.0
14217,0.0
14218,0.0
14219,0.0
14220,0.0
14221,0.0
14222,0.0
14223,0.0
14224,0.0
14225,0.0
14226,0.0
14227,0.0
14228,0.0
14229,0.0
14230,0.0
14231,0.0
14232,0.0
14233,0.0
14234,0.0
14235,0.0
14236,0.0
14237,0.0
14238,0.0
14239,0.0
14240,0.0
14241,0.0
14242,0.0
14243,0.0
14244,0.0
14245,0.0
14246,83.60587311
14247,123.1399994
14248,133.973999
14249,129.5762939
14250,169.399704
14251,200.7319946
14252,133.2162933
14253,135.0413055
14254,112.0958023
14255,182.1483002
14256,219.1083984
14257,258.7597046
14258,272.302887
14259,314.4364929
14260,373.6033936
14261,396.1358032
14262,500.5722046
14263,680.8563232
14264,709.791626
14265,813.3234863
14266,827.774292
14267,779.1071777
14268,847.7033081
14269,997.8375854
14270,910.4221802
14271,1110.343994
14272,1063.139038
14273,1084.979004
14274,998.473877
14275,1261.671021
14276,2057.685059
14277,2450.489014
14278,3017.888916
14279,3106.73291
14280,3137.298096
14281,2747.553955
14282,2969.955078
14283,3040.641113
14284,3338.069092
14285,3596.190918
14286,3598.778076
14287,3545.073975
14288,3249.312988
14289,3228.285889
14290,3471.564941
14291,3453.812988
14292,3519.900879
14293,3498.562012
14294,3489.208984
14295,3582.904053
14296,3468.124023
14297,3558.170898
14298,3372.420898
14299,3419.700928
14300,3416.334961
14301,3179.146973
14302,3004.814941
14303,3083.524902
14304,2485.947998
14305,2634.050049
14306,2855.166992
14307,3260.02002
14308,3429.50293
14309,3481.327881
14310,3550.596924
14311,3343.198975
14312,3489.193115
14313,3480.24707
14314,3508.481934
14315,3490.080078
14316,3534.000977
14317,3575.173096
14318,3557.575928
14319,3592.009033
14320,3581.540039
14321,3579.986084
14322,3567.981934
14323,3568.430908
14324,3567.922119
14325,3602.080078
14326,3572.24292
14327,3601.510986
14328,3603.36499
14329,3602.072998
14330,3602.785889
14331,3599.093018
14332,3568.391113
14333,3556.964111
14334,3382.954102
14335,3271.044922
14336,2942.270996
14337,2843.917969
14338,3572.433105
14339,3596.863037
14340,3602.509033
14341,3584.660889
14342,3599.299072
14343,3592.783936
14344,3576.105957
14345,3598.638916
14346,3587.0271
14347,3572.884033
14348,3575.555908
14349,3557.150879
14350,3557.13208
14351,3578.037109
14352,3541.302979
14353,3532.727051
14354,3555.760986
14355,3566.039063
14356,3502.9729
14357,2988.583984
14358,2399.27002
14359,2168.356934
14360,2204.168945
14361,2493.156982
14362,1907.410034
14363,1490.484009
14364,1246.063965
14365,1103.366943
14366,1609.524048
14367,1197.271973
14368,1331.243042
14369,1915.363037
14370,2335.162109
14371,2723.89502
14372,3095.586914
14373,3143.552002
14374,3171.72998
14375,2998.165039
14376,2877.033936
14377,2867.7229
14378,3302.333984
14379,3489.426025
14380,3313.191895
14381,3342.816895
14382,3181.072998
14383,3244.266113
14384,2628.281006
14385,2888.11499
14386,3273.241943
14387,3165.780029
14388,3314.52002
14389,2992.337891
14390,2938.829102
14391,2251.599121
14392,2518.969971
14393,2273.875977
14394,2344.314941
14395,2457.474121
14396,2518.312012
14397,2716.904053
14398,2816.539063
14399,2649.699951
14400,2662.927979
14401,2741.326904
14402,3147.891113
14403,2594.915039
14404,2506.037109
14405,2716.99292
14406,2756.753906
14407,2226.251953
14408,2294.259033
14409,2816.344971
14410,3122.208008
14411,2999.740967
14412,2759.198975
14413,3158.428955
14414,3009.944092
14415,3057.908936
14416,3052.079102
14417,2537.092041
14418,2916.638916
14419,3020.518066
14420,3004.037109
14421,3591.427002
14422,3591.539063
14423,3595.514893
14424,3604.324951
14425,3603.6521
14426,3561.955078
14427,3597.522949
14428,3597.133057
14429,3603.055908
14430,3604.278076
14431,3604.085938
14432,3604.231934
14433,3602.580078
14434,3603.095947
14435,3603.887939
14436,3600.643066
14437,3603.008057
14438,3531.050049
14439,3604.831055
14440,3588.012939
14441,3599.39502
14442,3597.451904
14443,3603.690918
14444,3604.665039
14445,3604.410889
14446,3604.509033
14447,3588.771973
14448,3587.697998
14449,3435.271973
14450,3022.89209
14451,3281.075928
14452,2661.496094
14453,2881.822998
14454,3457.354004
14455,3419.349121
14456,3089.386963
14457,2918.376953
14458,3509.952881
14459,3383.110107
14460,3263.375
14461,3119.398926
14462,2131.301025
14463,1253.827026
14464,747.7042847
14465,601.4603882
14466,435.6209106
14467,298.7055969
14468,290.1980896
14469,239.405304
14470,459.2640991
14471,370.6571045
14472,511.265686
14473,582.7836304
14474,525.7894287
14475,444.1239929
14476,471.7756958
14477,497.3747864
14478,524.6953125
14479,609.2755127
14480,759.6516724
14481,712.6469727
14482,503.151886
14483,401.8164978
14484,471.3233032
14485,467.3963928
14486,405.3526917
14487,434.6452942
14488,237.139801
14489,141.0534058
14490,251.7330017
14491,206.8540039
14492,279.4007874
14493,289.1357117
14494,176.3887939
14495,195.8684998
14496,191.0355072
14497,253.8103027
14498,246.366394
14499,200.2996979
14500,234.4530029
14501,464.8529968
14502,942.3709106
14503,668.3845215
14504,557.8009033
14505,473.4916992
14506,404.0317993
14507,436.6881104
14508,376.5252991
14509,280.4786987
14510,196.9172974
14511,108.7706985
14512,381.3452148
14513,472.6456909
14514,558.5366821
14515,69.75808716
14516,0.0
14517,0.0
14518,0.0
14519,0.0
14520,0.0
14521,25.69791031
14522,22.38999939
14523,9.190500259
14524,7.456003189
14525,0.0
14526,0.0
14527,0.0
14528,0.0
14529,0.0
14530,0.0
14531,0.0
14532,0.0
14533,0.0
14534,0.0
14535,0.0
14536,39.2713089
14537,44.41814041
14538,8.031737328
14539,0.0
14540,17.65189934
14541,0.0
14542,0.0
14543,0.0
14544,0.0
14545,0.0
14546,37.1796608
14547,42.4825592
14548,19.34936905
14549,12.59510994
14550,0.0
14551,0.0
14552,0.0
14553,0.0
14554,17.26358986
14555,85.91094208
14556,161.2442017
14557,139.4436035
14558,22.85244942
14559,77.83293915
14560,131.3820038
14561,205.9642944
14562,177.5225983
14563,200.0924988
14564,291.7692871
14565,343.9432068
14566,292.3764038
14567,262.2038879
14568,417.0284119
14569,364.7033081
14570,254.2373962
14571,379.9241943
14572,386.9963989
14573,359.7804871
14574,414.4916077
14575,431.3106079
14576,454.2923889
14577,485.0820923
14578,539.2125854
14579,495.818512
14580,480.5852966
14581,523.1445923
14582,536.0830078
14583,563.1917114
14584,554.5404053
14585,641.4976807
14586,600.9456177
14587,572.2479858
14588,423.6578064
14589,388.0686951
14590,486.5920105
14591,476.7701111
14592,168.6148071
