,WindSpeed,WindDirection
0,5.31133604,259.9949036
1,5.672166824,268.6411133
2,5.216036797,272.5647888
3,5.659674168,271.2580872
4,5.577940941,265.6742859
5,5.604052067,264.5786133
6,5.793007851,266.1636047
7,5.306049824,257.9494934
8,5.584629059,253.4806976
9,5.523228168,258.7237854
10,5.724115849,251.8509979
11,5.934198856,265.5046997
12,6.547413826,274.2329102
13,6.199746132,266.7331848
14,6.505383015,266.7604065
15,6.634116173,270.4931946
16,6.378912926,266.5932922
17,6.446652889,265.5718079
18,6.415082932,261.1586914
19,6.437530994,257.5602112
20,6.220024109,255.9264984
21,6.89802599,250.0128937
22,7.60971117,255.9857025
23,7.288355827,255.4445953
24,7.943101883,256.4074097
25,8.376161575,252.4125977
26,8.23695755,247.9794006
27,7.879590988,238.6096039
28,7.101376057,245.0955963
29,6.955307007,245.410202
30,7.098298073,235.2279053
31,6.953630924,242.8726959
32,7.249577999,244.8356934
33,7.294691086,242.4815979
34,7.376369953,247.9772034
35,7.448554039,249.6829987
36,7.23925209,248.401001
37,7.329211235,244.6217041
38,7.139705181,244.6318054
39,7.474228859,245.7859955
40,7.033174038,248.6522064
41,6.886455059,244.6116943
42,6.887821198,235.8482971
43,7.216432095,232.8426971
44,7.068597794,229.933197
45,6.938295841,230.1367035
46,6.536687851,234.9338074
47,6.180624962,232.8379059
48,5.816825867,240.3287964
49,5.450150967,238.126297
50,5.81814909,235.800293
51,6.130272865,224.9586945
52,6.347077847,216.803894
53,6.347436905,205.7852936
54,6.194368839,199.8484955
55,4.977198124,207.9978027
56,5.959111214,210.954895
57,6.21137619,215.6940002
58,6.111453056,220.8426056
59,6.456322193,237.0653076
60,6.666657925,235.6674957
61,6.16287899,229.3296967
62,6.013167858,234.9006042
63,5.561203003,230.4228058
64,4.960731983,229.5375061
65,4.60387516,231.7984924
66,4.554533958,234.1056061
67,4.26362896,228.7767029
68,3.894139051,227.9389954
69,4.038761139,224.4649963
70,4.505650997,224.9505005
71,4.543397903,229.127594
72,4.323760986,227.0399933
73,3.634437084,230.3146057
74,3.705512047,233.9532928
75,3.253968,233.0659027
76,3.775136948,227.7534943
77,4.693500996,229.8966064
78,5.002939224,235.2794952
79,5.364749908,235.5852966
80,5.016181946,229.9429016
81,5.970407963,235.6952972
82,6.655520916,241.4573975
83,6.600903988,242.7821045
84,5.981378078,234.9844055
85,7.424593925,235.1472931
86,8.186451912,238.4790955
87,8.27493,237.0332031
88,8.449202538,238.3323975
89,8.575974464,235.6414032
90,8.282259941,236.4613953
91,8.734552383,234.3547974
92,8.764103889,231.0016022
93,9.669431686,227.6000977
94,10.14109039,227.7315979
95,10.77241993,225.2763977
96,10.64752007,224.680603
97,9.982661247,225.5195007
98,9.874385834,227.2738037
99,9.785479546,229.2554932
100,9.614232063,230.7368927
101,9.618504524,229.490799
102,9.098683357,223.960907
103,8.677425385,219.7937012
104,8.774898529,219.0449066
105,8.689981461,215.3352051
106,8.631073952,216.2799988
107,8.614569664,214.5290985
108,9.21884346,212.1799011
109,10.04951954,210.3085938
110,10.31871033,210.5881042
111,10.76675987,207.4813995
112,10.55825043,208.5518951
113,10.25072002,208.0106964
114,10.46477032,205.7528992
115,11.39078045,200.6542969
116,11.56554031,198.1242981
117,11.2802496,198.5381927
118,11.33677959,200.4904022
119,11.80463982,199.2469025
120,11.3635397,199.8054962
121,11.63259029,198.2677002
122,11.44476032,195.6320038
123,11.27190018,196.6611023
124,11.05900955,196.5158997
125,12.10377979,198.2570038
126,12.92813969,201.5825958
127,13.31941986,201.9421997
128,13.12152004,203.5077972
129,13.23544979,202.6929932
130,13.23589993,202.9362946
131,13.02956009,201.2539063
132,12.96393967,201.3408966
133,12.90295029,200.9795074
134,12.76634026,200.9960022
135,12.89834976,200.5142059
136,12.74211025,202.8952942
137,12.31826019,202.841095
138,12.41880989,202.4118042
139,12.54298973,201.6253052
140,12.67599964,199.3220978
141,13.00304985,197.1307068
142,13.29767036,196.4936066
143,12.84405994,195.3150024
144,12.70538998,196.0422058
145,12.1833601,197.7438965
146,12.20514011,196.8088074
147,12.60188007,193.8157043
148,12.84455013,194.3466034
149,12.49705982,196.009201
150,12.09607029,197.9526978
151,12.19612026,201.330307
152,12.55035019,201.1882019
153,12.6156702,202.6235962
154,13.10278034,201.7666016
155,13.68774986,199.0195007
156,14.10241985,196.2552032
157,14.39330959,195.8798981
158,14.07954979,197.6403046
159,14.05440044,197.2447968
160,13.51247025,195.9954071
161,13.71004963,192.4197998
162,13.7423296,191.0137024
163,13.14186001,192.2046967
164,12.86771011,192.771698
165,12.84727001,192.4705048
166,12.73211002,192.5679016
167,12.51620007,194.9992065
168,12.59866047,196.0422974
169,13.23031998,196.4087982
170,13.0946703,198.5249939
171,12.91687965,198.0101013
172,12.63354969,197.6634979
173,12.82567024,201.1040955
174,12.54162025,200.3634033
175,12.10496998,196.9826965
176,12.36250019,199.798996
177,12.60391045,201.2702942
178,12.21222019,198.9846039
179,11.98762035,202.5711975
180,11.67932987,200.7035065
181,12.46971989,197.8733978
182,12.49489975,201.1011047
183,11.78983021,200.3565979
184,10.90355015,199.4629059
185,12.18807983,202.7460022
186,11.97813034,199.4022064
187,10.67446995,197.2297058
188,9.69664669,200.3191986
189,11.41759014,200.488205
190,12.68927002,199.5281067
191,13.05860043,200.6078033
192,11.52081966,195.8547058
193,11.51231003,197.7467041
194,12.41629982,199.1638031
195,12.16014957,198.3968964
196,11.67107964,194.6569977
197,11.14585972,195.8325043
198,10.77289963,193.1703949
199,10.92975998,195.0997009
200,12.14006042,198.2947998
201,11.19556046,200.7570038
202,12.94869041,204.0805969
203,14.87942982,197.5942993
204,15.12405968,196.3455963
205,16.29367065,196.8367004
206,16.12397957,192.2306061
207,15.27460003,190.949295
208,13.56672001,192.9456024
209,15.36779976,194.7528076
210,15.86174965,195.0402985
211,14.92051029,197.9895935
212,13.60853004,201.4945068
213,14.46385956,200.4884033
214,12.68828964,202.2259979
215,13.55690002,202.153595
216,13.32281017,203.2893982
217,12.60700989,201.0937042
218,12.31476021,197.5440979
219,10.3801899,200.9197998
220,9.11702919,201.0245056
221,9.253190994,198.9759979
222,9.072306633,198.2364044
223,10.34463024,196.6472015
224,11.10330963,200.1464996
225,11.06910992,198.8968048
226,11.32581043,201.1446075
227,11.01513958,204.9272003
228,10.90725994,204.813797
229,11.76941013,209.778595
230,11.87483025,209.6006012
231,12.16926003,208.3181
232,12.82061958,211.1817932
233,12.57161999,209.4647064
234,11.39929962,205.625
235,10.54543018,200.6107025
236,12.30932999,202.0561981
237,12.1683197,203.7207031
238,12.28707981,204.6085968
239,12.01319027,201.7415009
240,12.21352959,201.7156067
241,12.93774033,199.9685059
242,13.66942024,203.870697
243,13.69785976,204.8023071
244,12.75835991,202.6508026
245,12.76517963,201.2570953
246,13.07721996,203.4407043
247,12.59340954,205.1535034
248,12.51366997,205.008194
249,12.53439999,204.1203003
250,11.96442986,201.9989014
251,11.94577026,194.3786926
252,12.20707989,189.5238037
253,12.2751503,190.5794983
254,12.72264004,187.6125031
255,12.26537037,189.4371948
256,11.70368958,192.2619019
257,10.96352959,190.4571991
258,11.29796982,192.8582001
259,10.66594982,194.0843964
260,10.8332901,195.2017975
261,10.57837009,195.3432007
262,10.38854027,201.797699
263,10.08041954,204.2073975
264,9.838738441,199.747406
265,11.43999958,200.2402954
266,11.94402981,201.1663971
267,11.85929012,201.7106018
268,12.81147957,201.3484955
269,12.91353989,201.6768951
270,12.72832012,202.4132996
271,11.66357994,202.6618958
272,11.0952301,204.061203
273,10.16094971,203.3379059
274,9.202415466,197.8013
275,8.539284706,195.5061035
276,8.809141159,187.4846039
277,9.608460426,188.0238953
278,9.844923973,190.6604004
279,9.338670731,196.7335968
280,8.424916267,197.0158997
281,7.656233788,188.6903992
282,8.144581795,181.6596069
283,8.54713726,173.5366974
284,8.381804466,171.3834076
285,7.850449085,179.8197937
286,8.656551361,188.2382965
287,10.92311954,179.039093
288,10.4051199,176.9255981
289,9.498130798,174.677002
290,11.93025017,180.6725006
291,11.07629013,183.8755035
292,10.45788002,192.1911011
293,9.791149139,197.104599
294,7.626486778,202.940506
295,7.287635803,207.3871002
296,6.228209019,216.9989014
297,4.47162199,222.5090942
298,4.127829075,215.4514008
299,5.032844067,202.5102997
300,6.267045021,211.2003021
301,7.763337135,193.6107025
302,8.21955204,172.135498
303,7.974888802,168.3569031
304,6.794364929,171.1295013
305,5.536108017,162.7037964
306,5.491714954,150.2816925
307,6.076754093,149.6408997
308,6.69093895,152.2225037
309,6.848011971,157.1643066
310,7.759384155,152.699707
311,7.417626858,152.076004
312,7.472226143,154.7837982
313,7.080772877,160.2183075
314,7.053721905,165.8153992
315,7.766314983,170.8444977
316,7.833246231,173.0240936
317,7.959300995,173.9763947
318,7.283742905,176.7931976
319,7.001252174,178.0930023
320,6.758135796,174.0330048
321,6.179992199,167.9960022
322,6.301719189,168.8119965
323,7.517776966,184.7017975
324,8.094202995,194.0092926
325,7.854953766,197.8014984
326,7.719468117,191.2086945
327,8.847901344,195.0639038
328,9.631019592,198.074707
329,9.767664909,191.838501
330,9.185004234,190.0070038
331,9.927650452,179.3226929
332,12.03275967,175.9355011
333,10.87308979,180.7583008
334,10.38061047,177.4212036
335,10.34302044,164.6313934
336,9.283791542,157.3659973
337,8.263951302,151.1777039
338,7.161077023,144.4230042
339,5.502151966,145.3318024
340,4.645584106,155.7653046
341,3.847867012,162.271698
342,4.553710938,148.0536041
343,5.735952854,136.6712036
344,5.057969093,139.4640045
345,4.922440052,141.7938995
346,3.821350098,148.5747986
347,3.580841064,165.8957062
348,4.716145039,187.6051941
349,5.080855846,188.4362946
350,5.343267918,202.2389984
351,5.452712059,201.0330963
352,4.29698801,191.4851074
353,4.736260891,183.4333954
354,4.780562878,187.9405975
355,4.894141197,180.8480072
356,4.487487793,185.8578033
357,5.314783096,180.8168945
358,5.711400986,186.1788025
359,5.374886036,196.3742065
360,6.895505905,193.9367065
361,7.240921021,187.7236023
362,6.709988117,185.273407
363,6.851963043,183.7971039
364,5.078312874,185.1383972
365,6.521288872,189.263504
366,6.171179771,189.2765045
367,5.449243069,190.636795
368,5.851128101,196.9326935
369,5.094088078,193.4658051
370,4.598594189,197.9337006
371,3.629702091,199.7156067
372,4.472650051,205.3706055
373,4.918616772,204.3323059
374,5.625835896,209.3771057
375,6.316774845,211.6537018
376,6.237164974,212.0509033
377,6.449378014,211.607605
378,5.782717228,212.3511047
379,5.346119881,216.8318024
380,4.379333019,220.0410004
381,3.011370897,238.6905975
382,3.743307114,245.0682068
383,3.24625206,238.0765076
384,2.185888052,238.4102936
385,2.142015934,234.7624054
386,2.501405954,223.3088074
387,2.668577909,226.0516968
388,3.034003019,221.0865021
389,3.197354078,232.6795959
390,3.907810926,241.9730988
391,3.801294088,221.5258942
392,4.43715477,225.1553955
393,3.677906036,220.4692993
394,4.115369797,222.5281067
395,4.987364769,220.7682037
396,4.871101856,222.9488983
397,5.921298981,212.7292938
398,5.030583858,216.0464935
399,4.997858047,206.8820038
400,6.434377193,208.842804
401,6.996636868,212.2098999
402,7.625429153,205.5773926
403,8.103025436,198.4824066
404,7.518618107,207.7772064
405,7.688251019,199.1479034
406,8.459005356,192.9795074
407,9.077300072,194.6878967
408,8.439414978,196.0083008
409,7.987431049,203.3475037
410,7.939982891,209.9878998
411,7.719861984,213.6096039
412,7.774147034,214.1114044
413,8.582259178,210.4824066
414,8.339191437,212.0424042
415,9.083572388,214.585495
416,8.675281525,211.3721008
417,9.150783539,208.8197937
418,9.191649437,204.3585052
419,8.260289192,201.8890991
420,8.48968792,194.9138947
421,8.78850174,194.1036072
422,8.9564991,193.3457947
423,9.095618248,195.2973938
424,8.725904465,199.5845032
425,8.112092018,197.5211029
426,6.856678963,200.4409943
427,7.279873848,200.8896942
428,7.534298897,199.7960968
429,6.945837021,196.680603
430,7.085527897,199.6690063
431,7.406904221,197.4501953
432,6.934106827,196.3952026
433,7.151297092,194.0278931
434,6.571721077,191.2942047
435,6.759712219,190.1013947
436,6.414824963,185.5180969
437,6.523455143,187.6056976
438,7.062949181,192.7353973
439,6.692947865,196.0746002
440,6.809185982,194.8430023
441,6.096306801,192.4667969
442,6.142684937,190.7617035
443,6.430369854,194.5778046
444,7.538290977,197.9828033
445,7.363255978,197.254303
446,7.46066618,201.2154999
447,7.031758785,199.337204
448,6.874794006,194.1508026
449,6.345135212,196.0812073
450,7.185342789,198.135498
451,6.635414124,199.4308014
452,6.927267075,194.1383057
453,8.333586693,193.2097015
454,9.532950401,191.9416962
455,8.42602253,189.827301
456,7.494080067,192.1376038
457,8.009915352,192.0973053
458,7.944521904,194.2440033
459,7.72806406,200.2335968
460,7.462277889,205.0283966
461,6.420166969,200.6712952
462,4.7484622,201.9185028
463,6.264211178,208.1761017
464,5.50088501,200.7915955
465,5.27207613,208.0086975
466,5.701906204,217.7465057
467,6.579235077,212.3013
468,7.678398132,208.9172974
469,7.89579916,217.2373962
470,8.964849472,221.3515015
471,8.083142281,219.8023987
472,7.799798965,214.5469971
473,7.978303909,216.9134064
474,8.155491829,215.3661041
475,8.248645782,211.0007935
476,8.495847702,210.1282959
477,7.96182394,208.8327026
478,8.35203743,204.2586975
479,8.135239601,198.5278015
480,9.599003792,198.7720032
481,8.982050896,197.4006958
482,7.2846632,189.5783997
483,7.521474838,182.8565979
484,6.215313911,186.8215027
485,5.501014233,195.8029938
486,5.106607914,195.1764069
487,4.649808884,191.6334991
488,4.374350071,206.2425995
489,4.833168983,196.2194977
490,4.907478809,187.0084991
491,2.888112068,0.0
492,2.386636019,139.2751007
493,2.476815939,153.8556061
494,1.77384305,144.0395966
495,2.48486495,142.8634033
496,2.764512062,133.9111023
497,2.5070889,103.2738037
498,3.441704035,79.09410858
499,2.484878063,106.4503021
500,2.436743021,102.7186966
501,2.359375954,107.3701019
502,3.021173,94.58883667
503,3.395319939,97.73842621
504,3.413508892,101.6998978
505,5.160031796,81.87310028
506,5.161472797,62.48146057
507,5.414981842,61.62747955
508,6.778621197,67.9675827
509,4.436894894,0.0
510,5.013915062,50.42341995
511,5.274309158,47.2641716
512,5.915596962,43.18653107
513,5.858211994,42.6594696
514,5.650877953,52.86571121
515,6.349774837,53.7215004
516,6.636434078,53.08805084
517,7.010248184,52.78892899
518,7.559226036,55.33359909
519,7.404004097,51.70399094
520,6.80051899,53.39633179
521,5.82537508,45.68770981
522,6.080101967,45.51879883
523,6.582440853,40.36516953
524,6.643204212,46.86555862
525,6.345364094,38.58917999
526,6.042553902,48.70145035
527,5.757640839,41.20378113
528,5.694249153,46.98265076
529,7.068666935,33.49834061
530,6.641551018,33.8251915
531,6.690164089,27.36738968
532,6.36333704,29.67544937
533,6.827414036,40.88489151
534,6.71631813,41.12696838
535,5.415152073,41.6153717
536,6.953413963,35.44075012
537,7.42373991,36.21514893
538,8.381437302,39.72340012
539,7.493074894,46.13137817
540,7.380391121,45.09289932
541,6.244694233,42.08800888
542,5.493409157,33.02647018
543,5.124141216,30.50971031
544,5.285066128,27.65151978
545,5.539794922,28.00427055
546,6.015673161,25.7741394
547,5.59703207,23.50094986
548,6.277314186,23.72624969
